Id,Predicted
4,2513.7422774255233
6,2519.3084032341035
8,2664.4853959878055
9,2432.462529607668
11,2518.2970268198906
15,2489.526200472845
19,2387.520883248532
20,2467.7083169669277
32,2455.601582936375
33,2406.811145100978
40,2600.754672509698
42,2415.822726270345
46,2529.6079940753407
50,2544.6389640471725
57,2539.59841749513
59,2474.4215233911405
66,2610.3758833193915
73,2570.0753704093245
78,2471.349755805622
91,2410.621100192628
93,2605.844541119302
101,2426.2799851294085
102,2511.9430042125355
106,2569.8937322590305
111,2548.181919696632
113,2441.0360531726947
114,2568.8426764456135
118,2586.4787688726346
119,2579.08347571272
126,2568.25810871333
127,2362.7703872432453
138,2434.6232771505947
143,2475.7191616361197
145,2588.807353010687
148,2589.4997061152144
151,2457.404616073996
153,2524.198274311627
157,2627.7526471035426
159,2452.88544898325
165,2425.804752767356
170,2464.3997288217374
171,2488.5439498966716
173,2429.5931408092692
177,2551.218969860463
183,2571.4099945884695
199,2573.400797012001
225,2561.318354049133
231,2471.8347404836677
232,2554.8275651388617
233,2403.9309050794113
238,2652.7736359510222
244,2650.6894346112867
245,2526.95616246596
247,2423.088321153154
248,2438.52491938967
250,2356.1837670338045
254,2515.6629213018005
255,2580.3418408980992
256,2582.18762501932
257,2409.3937718815405
258,2338.459153624505
259,2426.1433599132815
263,2519.7762040250905
266,2449.4828252856546
267,2485.7070721803134
273,2565.127526157986
274,2526.437554151923
276,2553.7405987273337
285,2577.575679628313
286,2646.002282659441
288,2443.88183668476
299,2545.311378612404
305,2578.888325991886
307,2546.859397562148
312,2589.9361749141162
314,2556.0305096631528
315,2472.138728583137
316,2562.4637632365902
323,2608.240328438081
326,2574.214469556226
327,2424.4803593879674
329,2660.691172048627
330,2512.7815246525097
331,2422.2232952485138
333,2495.9592446640245
336,2579.253423771438
337,2447.6166306894297
338,2464.8851966372026
340,2527.9572918530903
344,2587.612240411783
346,2537.274476309397
349,2491.28926130615
350,2529.5751959347376
359,2610.587913951575
361,2650.3650445357275
363,2555.26700528263
365,2525.6908454919303
373,2425.7617839374657
376,2529.9249860856585
382,2478.5510989052186
387,2416.298980830957
388,2541.3465595568678
392,2455.5156479060142
394,2465.0224004891347
399,2375.0044907450983
406,2473.0647060144515
408,2501.2968665893172
419,2589.7337139117985
422,2585.9589506619527
425,2485.5987873266627
427,2471.5569301376977
433,2577.1367397122567
442,2495.744593025783
451,2520.8594687940104
457,2512.370661911425
458,2468.1692871581586
459,2360.821257889747
462,2422.318540327536
472,2534.082868464712
474,2444.324229366588
487,2547.906981941948
491,2385.9598804616226
493,2617.916383215019
494,2473.3580185053247
499,2520.3215658542963
502,2606.793287970561
503,2580.773717352707
504,2419.344043556765
508,2507.162051473285
513,2428.6926166750613
524,2670.0255944907653
525,2434.2562772738797
528,2608.9589639796955
531,2621.0083628039633
541,2620.7371711520605
551,2545.2348836150613
553,2533.902245871935
